address_street,city,state,county,violation_type,violation_subtype,status,date_opened,latitude,longitude
5656 BRAMBLE AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-04-27T00:00:00.000,39.1522902462156,-84.3982662799986
517 HALE AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-04-27T00:00:00.000,39.1400298587932,-84.4973871876902
3117 GOBEL AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1441133701991,-84.5838469067103
3232 BISHOP ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1393225231764,-84.5131942609529
5936 CROSLIN ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Citation Issued,2026-04-27T00:00:00.000,39.0633796348811,-84.4257230295491
7 WARNER ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",Abated by the Owner,2026-04-27T00:00:00.000,39.124689744893,-84.5203135794879
9 OAKLAND AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1100846536246,-84.5741034264252
94 WESTWOOD NORTHERN BLVD,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Closed - No Violation,2026-04-27T00:00:00.000,39.1601007807682,-84.5993381954333
3157 BRACKEN WOODS LN,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.145254390742,-84.5840817626501
2724 BODLEY AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1024193395309,-84.5591756561963
1438 MANSS AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1202344361405,-84.5773713701906
1115 MYRTLE AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1294741755292,-84.4850071204541
2271 SCHOEDINGER AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1234958685361,-84.5632974571873
7 HICKORY ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1437531466148,-84.497429486716
1235 ELBERON AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1148059677928,-84.5651683290727
2296 SCHOEDINGER AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1240732721543,-84.5623342151769
19 VAN KIRK AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1951415868208,-84.4830579394339
1884 KNOX ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1298604704934,-84.5584383232447
14 BAYMILLER ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1188511151452,-84.528797537941
462 PURCELL AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.0998611569509,-84.5649587006609
2277 BALTIMORE AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1484136865424,-84.5625262766004
32 IBSEN AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Closed,2026-04-27T00:00:00.000,39.1609750388716,-84.4220402260772
3565 MCHENRY AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1502102149681,-84.5652807841497
112 MULBERRY ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1170111618839,-84.5139904618907
4335 ST LAWRENCE AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-04-27T00:00:00.000,39.1105999155501,-84.5927985589807
37 CASS AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1563286267508,-84.5543314386867
86 BALTIMORE AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1431103370081,-84.5617605561175
241 RENNER ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1204729796151,-84.5221103814189
737 FAIRBANKS AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.0951844772747,-84.5727795192839
1628 DENHAM ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-04-27T00:00:00.000,39.1355566881399,-84.5486570931019
1368 MEADOWBRIGHT LN,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.0945254543437,-84.3974195995696
36 E CLIFTON AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Citation Issued,2026-04-27T00:00:00.000,39.1176417242844,-84.5162648222244
12 1ST AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1156428250404,-84.5787305308142
1 FAIRBANKS AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.0963940269009,-84.571948139503
622 CLEMMER AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1292367797721,-84.5268158151049
2221 FLORA ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.123501731896,-84.5249687296411
3948 ODIN AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1874562354751,-84.4022759040379
2565 WESTWOOD NORTHERN BLVD,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Litter,  private property",New,2026-04-27T00:00:00.000,39.1482423656792,-84.583475511697
15 BIEGLER ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.128488348294,-84.5628586205782
3636 MICHIGAN AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.143709003025,-84.4410109472972
5923 HANEY ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Citation Issued,2026-04-27T00:00:00.000,39.0639425584413,-84.4253967282368
11 DAYTON ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1188590047868,-84.5343011483463
3657 ALASKA AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1504578414329,-84.4983324685923
31 PEETE ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1181671655328,-84.5163715489852
2623 ALLAIRE AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Abated by the Owner,2026-04-27T00:00:00.000,39.1962517253203,-84.5779639399742
16 YORK ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1177108278292,-84.532120911763
3662 READING RD,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1500428470793,-84.4868435557727
3413 MARMET AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1431808213954,-84.5116295370635
3162 SAFFER ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1435209605927,-84.5683113146014
217 W 69TH ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1941407590842,-84.4852143167215
2455 SATURN ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Litter,  private property",New,2026-04-27T00:00:00.000,39.1288593901838,-84.5609901060109
2619 ALLAIRE AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Abated by the Owner,2026-04-27T00:00:00.000,39.1962383514471,-84.5777906001893
12 FAIRBANKS AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1154684653375,-84.5674440447499
8 CROWN ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1277571467582,-84.4976697400147
725 PURCELL AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1050646834838,-84.5646990424826
221 FINDLAY ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1160233839596,-84.5210376443768
3961 PARKER PL,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1589599917674,-84.4959673415626
30 W LIBERTY ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Closed - Transferred to another Agency,2026-04-27T00:00:00.000,39.1162514602673,-84.5624961792388
229 KINSEY AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1250624794935,-84.5037457720731
4224 GLENWAY AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1149096176532,-84.584536340058
2457 SATURN ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1289774853236,-84.5609900412253
17 ERNST ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",Assigned to a Cleaning Crew,2026-04-27T00:00:00.000,39.123382831734,-84.5453478370025
2798 QUEEN CITY AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1344897399671,-84.5952904476143
1857 CLARION AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1442629406272,-84.4668068296521
1213 BLANCHARD AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1140470599013,-84.5661437164068
1711 FRINTZ ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1165631115132,-84.5157509178431
3836 HERRON AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1572238726966,-84.5529395513985
1942 KNOX ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1299940264294,-84.560505020362
556 OLIVER ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1143892657407,-84.5270154579135
3218 LEHMAN RD,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1155454189894,-84.5634343863095
2322 HARRISON AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1374913493845,-84.5771406730652
3957 W 8TH ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Refer to Sanitation,2026-04-27T00:00:00.000,39.1065942879151,-84.5817448801607
2614 LIDDELL ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",Assigned to a Cleaning Crew,2026-04-27T00:00:00.000,39.1325043752255,-84.5470095611009
2586 LAFEUILLE AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Orders Issued,2026-04-27T00:00:00.000,39.1316370777163,-84.5867177755193
26 MONTANA AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1521080114556,-84.5858369531506
8 GLENWOOD AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1477965863502,-84.4874713559724
1721 BAYMILLER ST,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,"Recycling, remove cart vacant",Intake - New Case,2026-04-27T00:00:00.000,39.115711334395,-84.5294649267262
3246 QUEEN CITY AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-04-27T00:00:00.000,39.1392373303708,-84.6086709189497
4421 COLERAIN AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Litter,  private property",New,2026-04-27T00:00:00.000,39.1650504430287,-84.5528153765788
18 MINION AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1191458489048,-84.5757421166416
41 TURRILL ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1627434688779,-84.5413039295349
1662 STATE AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-04-27T00:00:00.000,39.1169590705957,-84.5476817311759
4819 ROANOKE ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1581365587942,-84.3846567207698
46 ASHTREE DR,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1750359891805,-84.5470770699805
1268 FAIRBANKS AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1157817028168,-84.5674356254362
1838 CARLL ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",Assigned to a Cleaning Crew,2026-04-27T00:00:00.000,39.1353505102802,-84.556733583046
2511 HANSFORD PL,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1317144485971,-84.5687644828497
29 PERCY AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1423709517395,-84.582232900047
446 MILTON ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1135592636614,-84.5071689371963
1929 MONTROSE ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1275243591361,-84.5636307463133
29 FERGUSON RD,Cincinnati,OH,Hamilton,Zoning Code Enforcement - Residential Uses,CONCENTRATED CODE,Orders Issued,2026-04-27T00:00:00.000,39.1365209265403,-84.5997555690507
9 W CLIFTON AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1192696937415,-84.5186665673482
8338 ANTHONY WAYNE AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.2135578141529,-84.4628906450577
1 CRESTLINE AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.0977671903569,-84.5679529989456
818 FAIRBANKS AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1068324574237,-84.5684451085355
516 ENRIGHT AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.0985718541908,-84.5745605460354
984 BURTON AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1497485111247,-84.4822183185935
1882 KNOX ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.129812062864,-84.5583804882291
1111 ELM ST,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Orders Issued,2026-04-27T00:00:00.000,39.1070584390111,-84.5179354306108
3821 LLEWELLYN AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1565794157021,-84.5494708747273
2611 SWIFT AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - Duplicate Complaint,2026-04-27T00:00:00.000,39.1754481429398,-84.440497458661
25 WINTON RIDGE LN,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Litter,  private property",New,2026-04-27T00:00:00.000,39.1992408998289,-84.5209928657147
957 FAIRBANKS AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1093391325656,-84.5686422014767
717 E MITCHELL AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.158591367438,-84.4880093992336
2514 QUEEN CITY AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1299048176474,-84.5859152989492
1713 1ST AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1204800267411,-84.5788382529231
2476 SATURN ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1295831622628,-84.5604436153341
2436 KREMER AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1532823646401,-84.5622529089267
1259 W GALBRAITH RD,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-04-27T00:00:00.000,39.2161063017804,-84.5346537444378
81 HARKNESS ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1429290734889,-84.5628414896886
487 CRESTLINE AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-04-27T00:00:00.000,39.1005471697599,-84.5677633214368
1651 GILSEY AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1189963533217,-84.5810155245175
VINE ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-27T00:00:00.000,39.1186578457232,-84.5170554670235
22 QUEEN CITY AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-04-26T00:00:00.000,39.1290011978232,-84.5707544748714
3776 AIKENSIDE AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Intake - New Case,2026-04-26T00:00:00.000,39.1770313818154,-84.4098019623635
6625 VINE ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Citation Issued,2026-04-26T00:00:00.000,39.1908509853675,-84.4840732104452
5722 BRAMBLE AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Closed - No Violation,2026-04-26T00:00:00.000,39.1521902925892,-84.3969902952372
1833 CLARION AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-04-26T00:00:00.000,39.1443216765653,-84.4678770843443
6268 SAVANNAH AV,Cincinnati,OH,Hamilton,Zoning Code Enforcement - Residential Uses,CONCENTRATED CODE,Closed,2026-04-26T00:00:00.000,39.2058086772833,-84.5534558748481
57 WOODMONT AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Closed,2026-04-26T00:00:00.000,39.1790472199828,-84.4249162644467
2634 MT AIRY AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-04-26T00:00:00.000,39.1958385356806,-84.578032895585
57 E WOODMONT AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Closed,2026-04-26T00:00:00.000,39.1788669674068,-84.4233658578413
6567 KIRKLAND DR,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-04-26T00:00:00.000,39.208811693039,-84.5296556679326
5922 HAMILTON AV,Cincinnati,OH,Hamilton,Zoning Code Enforcement - Commercial Uses,CONCENTRATED CODE,Closed,2026-04-26T00:00:00.000,39.1995793901414,-84.5464933889838
922 WENINGER CIR,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Closed - No Violation,2026-04-26T00:00:00.000,39.1040563819699,-84.522205961474
TORRENCE LN,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Orders Issued,2026-04-26T00:00:00.000,39.1311534618378,-84.4620254645989
1887 BALTIMORE AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-04-26T00:00:00.000,39.1356941517357,-84.5587254813025
514 CAMDEN AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-04-26T00:00:00.000,39.1521213480621,-84.4966232183482
4265 CHAMBERS ST,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-04-26T00:00:00.000,39.1657151555931,-84.5344191004237
36 STETTINIUS AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Dumping, prv prop <2500 sq ft",Closed - No Violation,2026-04-25T00:00:00.000,39.144891676121,-84.4477832759225
2518 INGLESIDE AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-04-25T00:00:00.000,39.1255417889602,-84.4774354414724
5742 ADELPHI ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Closed - Duplicate Complaint,2026-04-25T00:00:00.000,39.1532313414133,-84.3958015191583
442 NORTHERN AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Intake - New Case,2026-04-25T00:00:00.000,39.1438119426771,-84.4981611988268
1232 MYRTLE AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-04-25T00:00:00.000,39.1296811836786,-84.4823790043347
1523 SIDONA LN,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-04-25T00:00:00.000,39.1242940136315,-84.6045982190081
66 KIRKLAND DR,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-04-25T00:00:00.000,39.2100982399935,-84.5289550491139
66 E EASTWOOD CIR,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-04-25T00:00:00.000,39.1638486979245,-84.4095072576275
31 COLERAIN AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Closed - No Violation,2026-04-25T00:00:00.000,39.1451620899975,-84.5397001033938
40 W 8TH ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-04-25T00:00:00.000,39.1078508434149,-84.5917297515224
3673 STETTINIUS AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Closed - Duplicate Complaint,2026-04-25T00:00:00.000,39.1449450183681,-84.4482044412652
519 GLENWOOD AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-04-25T00:00:00.000,39.1494649274947,-84.4971438426395
24 EUCLID AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Closed - No Violation,2026-04-25T00:00:00.000,39.1306242553737,-84.507529106888
541 HOWELL AV,Cincinnati,OH,Hamilton,Zoning Code Enforcement - Residential Uses,CONCENTRATED CODE,Closed,2026-04-25T00:00:00.000,39.1428797403229,-84.5257666869189
