address_street,city,state,county,violation_type,status,date_opened,case_id,latitude,longitude
1508 E MADDOX AVE,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-04,26-734790,32.726840869887724,-97.30479289727728
9144 HAWLEY DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734789,32.90649148793994,-97.27982412520856
4816 FITZHUGH AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734788,32.717986196305546,-97.25129015491608
1003 MARTIN LUTHER KING FWY,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734787,32.73405984000699,-97.29809083934421
1200 E DAGGETT AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734786,32.74229175925162,-97.31203881126467
1300 OAK GROVE RD E,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734785,32.59733940268792,-97.29602269198377
4208 VILLAGE CREEK RD,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734784,32.702601683103815,-97.24908939526267
10529 MANY OAKS DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734783,32.60295263818816,-97.29281167569191
4820 FITZHUGH AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734782,32.717986589589025,-97.25113562236277
1204 E DAGGETT AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734781,32.74229865461964,-97.31190885659308
4224 VILLAGE CREEK RD,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734778,32.70177241148893,-97.24908658786684
10517 MANY OAKS DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734777,32.60332478117219,-97.29280554869933
1636 HOSSLER TR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734775,32.975524008991385,-97.3941708006794
1214 E DAGGETT AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734773,32.74229911290232,-97.31157469923129
5812 DIAZ AVE,Fort Worth,TX,Tarrant,Vehicle,Open,2026-05-04,26-734772,32.72767806708519,-97.41044164985674
1216 E DAGGETT AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734771,32.74229969991119,-97.3114214830967
4851 E LOOP 820 S,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734769,32.69087527963634,-97.23680839930812
1220 E DAGGETT AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734768,32.74229602309776,-97.31125894565339
1591 MILAM ST,Fort Worth,TX,Tarrant,Zoning - Commercial,Open,2026-05-04,26-734767,32.75582432332088,-97.21083927717608
5031 BRYANT IRVIN RD,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734766,32.675993853609,-97.41676179173534
1224 E DAGGETT AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734764,32.74229654560718,-97.31110197568478
6320 MALVEY AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734763,32.733720443317836,-97.42279213211565
6629 NORMANDY RD,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734762,32.74891152655456,-97.2145462261949
301 VIRGINIA PL,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-04,26-734760,32.75701664083248,-97.37666952940673
1228 E DAGGETT AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734759,32.7422986743135,-97.31094339053939
1421 PINE LN,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734758,32.60057889353289,-97.29159168734975
2929 SPOTTED OWL DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734756,32.94939776095581,-97.29765149240315
628 LUXTON ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734755,32.73821598534496,-97.30836096659544
1452 PINE LN,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734754,32.60013022064389,-97.29089418670014
12144 TACOMA RIDGE DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734752,32.95067965283508,-97.29566143760638
1414 BESSIE ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734751,32.73992290022442,-97.30858373194899
3840 NE LOOP 820,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734750,32.838479594217,-97.29232779908111
1601 E HATTIE ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734749,32.7382175523746,-97.30682783960692
1410 BESSIE ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734748,32.7399239928642,-97.30877130527026
2208 CAPRI DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734747,32.79188249690345,-97.39000140421778
6916 HERITAGE LN,Fort Worth,TX,Tarrant,Vehicle,Open,2026-05-04,26-734746,32.64403561519742,-97.32453873197476
3045 HOLLOW VALLEY DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734744,32.95129625644159,-97.2949295961722
1415 E HATTIE ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734743,32.73894426143246,-97.3088696790662
1237 BESSIE ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734742,32.740416167161236,-97.3105923238374
5435 HUMBERT AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734741,32.718516865278126,-97.40432493891026
1401 E HATTIE ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734740,32.738286263431924,-97.30911097883416
3149 SAPPINGTON PL,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-04,26-734738,32.727438129914276,-97.4330034641091
1228 BESSIE ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734737,32.7399835405707,-97.31091338082521
1433 PINE LN,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734736,32.60057731183055,-97.29129675955214
12228 HEDGE APPLE CT,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734735,32.95210988764861,-97.29651435748767
1236 E BROADWAY AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734734,32.74136081283767,-97.31111543266218
11711 BLUE CREEK DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734733,32.71189548378096,-97.52539509174612
1321 E HATTIE ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734732,32.73817003189064,-97.30943248157931
3624 MILLER AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734731,32.70888915920541,-97.26334479776602
1209 E VICKERY BLVD,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734729,32.74199849410423,-97.31173927362983
3700 MILLER AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734728,32.708651833995354,-97.26334499128474
1211 BESSIE ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734727,32.74041080270332,-97.31173010277921
1237 E HATTIE ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734725,32.73817063297544,-97.31058017243073
6921 TRAIL LAKE DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734724,32.64543764652942,-97.40271561135526
1215 E VICKERY BLVD,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734721,32.74196146632102,-97.31157623198725
6405 PEGGY DR,Fort Worth,TX,Tarrant,Vehicle,Open,2026-05-04,26-734720,32.65147662031574,-97.35593805309558
1233 E HATTIE ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734718,32.73817093801706,-97.31076238778994
3620 MILLER AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734716,32.70905726274801,-97.2633449509014
5809 HOUGHTON AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734715,32.72619909952386,-97.41037260491746
11425 MISTYS RUN,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-04,26-734714,32.94055324966958,-97.29364705622349
4716 FELTLEAF AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734712,32.60008495357852,-97.39706801069
3040 BASSWOOD BLVD,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734711,32.87218731973681,-97.31411566041864
1036 E VICKERY BLVD,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734710,32.74269189142434,-97.31418948763182
1209 E HATTIE ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734709,32.73817048187952,-97.3117166764066
1132 E HATTIE ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734706,32.73773440252111,-97.31252827918347
1130 E HATTIE ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734705,32.73773364603736,-97.31269267809748
6616 SIERRA MADRE DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734704,32.86461720705057,-97.43183013842238
6016 WALRAVEN CIR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734703,32.661542249400824,-97.3957877135714
1124 E HATTIE ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734702,32.737734559932704,-97.31285848972507
3200 HAMILTON AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734701,32.75496535980928,-97.36223458835339
912 E VICKEY BLVD,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734700,32.74288372785313,-97.31673276655741
2215 5TH AVE,Fort Worth,TX,Tarrant,Zoning - Residential,Open,2026-05-04,26-734699,32.719732626592894,-97.3387549307263
3813 BERRYBUSH LN,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734698,32.88543036417148,-97.30304887875607
1117 E HATTIE ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734697,32.738166725805996,-97.31319302088389
6808 DENVER CITY DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734696,32.86404917017321,-97.42876940666196
1036 E HATTIE ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734694,32.73773810935637,-97.31415812574173
318 N BEACH ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734693,32.7682100996959,-97.28710245123928
1019 E HATTIE ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734692,32.7381619533829,-97.31499058188481
5637 BIRCHMAN AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734691,32.734758123339866,-97.40771877024528
711 E VICKERY BLVD,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734690,32.74385367540871,-97.31856829823938
1205 E POWELL AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734689,32.71935699625577,-97.3121073030943
8945 SUN HAVEN WAY,Fort Worth,TX,Tarrant,Substandard Building,Open,2026-05-04,26-734688,32.9026715175762,-97.25874616014384
1109 KILBURN LOOP,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-04,26-734687,33.03141214837037,-97.33389855310983
7709 PAMPAS DR,Fort Worth,TX,Tarrant,Vehicle,Open,2026-05-04,26-734686,32.63063055439017,-97.39787108947117
9016 S NORMANDALE ST,Fort Worth,TX,Tarrant,Zoning - Residential,Open,2026-05-04,26-734682,32.72747393388371,-97.47492682010203
5149 CANTRELL ST,Fort Worth,TX,Tarrant,Vehicle,Open,2026-05-04,26-734681,32.69740514392444,-97.44669370278676
12837 BRECKENRIDGE CT,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734680,32.96138079991944,-97.2953499668302
1001 E HATTIE ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734679,32.7381595960188,-97.31563178510687
9032 S NORMANDALE ST,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-04,26-734677,32.72691147643387,-97.47507095092668
7005 OVERHILL RD,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734675,32.70615881589647,-97.43586843150797
3925 LONG HOLLOW RD,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734674,32.98642512969155,-97.27808646794496
3200 CRENSHAW AVE,Fort Worth,TX,Tarrant,Vehicle,Open,2026-05-04,26-734673,32.71791064185278,-97.2798924428702
7000 OVERHILL RD,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734672,32.706611921185925,-97.43602012581395
3013 MITCHELL BLVD,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734671,32.71523517500302,-97.28846946547058
5016 SAUNDERS RD,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-04,26-734670,32.67629011291145,-97.24746547592358
7101 KUBAN BLVD,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734669,32.769336161415545,-97.20297342955489
6251 OAKMONT TR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734668,32.658145678178,-97.40844922795822
1408 SILVER SPRUCE LN,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-02,26-734667,32.60161085471292,-97.29177783888234
2429 MORESBY ST,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-02,26-734666,32.70757465079668,-97.29034705162958
10500 CEDAR CT,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-02,26-734665,32.60382964608675,-97.29152105068796
2513 MORESBY ST,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-02,26-734661,32.707959046981856,-97.28956752004349
2509 MORESBY ST,Fort Worth,TX,Tarrant,Vehicle,Open,2026-05-02,26-734660,32.70787829974813,-97.28971952619263
10609 SEQUOIA DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-02,26-734659,32.602369325424746,-97.28912229085671
2505 MORESBY ST,Fort Worth,TX,Tarrant,Vehicle,Open,2026-05-02,26-734658,32.70780466737272,-97.28987226083397
10640 WILD OAK DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-02,26-734657,32.60157625651962,-97.29249115688569
2425 MORESBY ST,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-02,26-734656,32.70749554139795,-97.29050224519395
10636 WILD OAK DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-02,26-734655,32.60165878350275,-97.29248996955307
2421 MORESBY ST,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-02,26-734654,32.707415314028374,-97.29065923857131
10544 WILD OAK DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-02,26-734653,32.602709362055215,-97.29247346192149
2808 BIDEKER AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-02,26-734652,32.71877067969504,-97.28500994993918
2806 BIDEKER AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-02,26-734651,32.71877067969504,-97.28500994993918
10520 WILD OAK DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-02,26-734649,32.60330466760772,-97.29246824338516
2804 BIDEKER AVE,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-02,26-734648,32.7187710563141,-97.28517253055814
2417 MORESBY ST,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-02,26-734647,32.70734799123963,-97.29080975888961
2413 MORESBY ST,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-02,26-734646,32.7072738935098,-97.2909713306178
1069 PINNACLE RIDGE RD,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-02,26-734644,32.93627024358886,-97.38362333807213
2409 RATTIKIN RD,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-02,26-734643,32.708016125000604,-97.29128890238242
2412 RATTIKIN RD,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-02,26-734642,32.70770368051229,-97.29084917946156
337 BLUE CROW LN,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-02,26-734641,32.98736915898891,-97.36426072571618
2416 RATTIKIN RD,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-02,26-734640,32.70778038702964,-97.29070280950035
1629 DIAMOND LAKE TRL,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-02,26-734639,33.04668670710549,-97.32322211904564
2618 NW 25TH ST,Fort Worth,TX,Tarrant,Substandard Building,Open,2026-05-02,26-734638,32.79598985153436,-97.37876528581471
1229 DENVER AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-01,26-734631,32.77117872930513,-97.35277218367558
8405 KINSALE CT,Fort Worth,TX,Tarrant,Substandard Building,Open,2026-05-01,26-734630,32.717557221910134,-97.46218938662497
7220 HARRIER ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-01,26-734628,32.87063965907626,-97.43606153232528
700 GRAND AVE,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-01,26-734626,32.77124346726104,-97.3494461611212
3956 WRENWOOD DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-01,26-734625,32.866248911666226,-97.29634592236191
5501 COMO DR,Fort Worth,TX,Tarrant,Zoning - Residential,Open,2026-05-01,26-734624,32.71402115530528,-97.40468926489329
7809 SKYLAKE DR,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-01,26-734621,32.882906122153365,-97.44962849932406
4804 AVE G,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-01,26-734620,32.7296138312692,-97.25240264522928
2201 RW BIVENS LN,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-01,26-734619,32.72273817965716,-97.24126140102362
500 GRAND AVE,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-01,26-734618,32.77283385265587,-97.34724729585919
3513 AVE D,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-01,26-734617,32.73280149828995,-97.27355644759642
406 GRAAND AVE,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-01,26-734616,32.77311791863602,-97.346863775849
3816 ASHLEY LN,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-01,26-734615,32.62622978510797,-97.37606431694303
9036 LACE CACTUS DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-01,26-734611,32.90316352665683,-97.35944972424417
9070 SAN JOAQUIN TR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-01,26-734610,32.795829957042876,-97.18205780104122
2421 RATTIKIN RD,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-01,26-734608,32.70826950120858,-97.29081932348736
1217 N COMMERCE ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-01,26-734607,32.77622028041234,-97.34494701691018
1829 GLENWICK DR,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-01,26-734606,32.7877620139999,-97.39654898142813
3088 BASSWOOD BLVD,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-01,26-734604,32.87226368998524,-97.31262766375819
5872 FIR TREE LN,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-01,26-734602,32.62010415263007,-97.41604078815794
509 CHICAGO AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-01,26-734601,32.73883618152623,-97.26478554256374
7407 Golf Club Dr.,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-01,26-734600,32.87285792218315,-97.43389443215231
7407 Golf Club Drive,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-01,26-734599,32.87285792218315,-97.43389443215231
2420 RATTIKIN RD,Fort Worth,TX,Tarrant,Vehicle,Open,2026-05-01,26-734596,32.70785839270205,-97.29054576236699
3012 MIMS ST,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-01,26-734594,32.73402686968678,-97.20794239661251
4398 WESTERN CENTER BLVD,Fort Worth,TX,Tarrant,Zoning - Commercial,Open,2026-05-01,26-734592,32.86050097910335,-97.29222236553107
4700 NORMANDY RD,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-01,26-734591,32.748589251350204,-97.2523239841017
2424 RATTIKIN RD,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-01,26-734590,32.70793463581954,-97.29039166649675
2745 TRAVIS AVE,Fort Worth,TX,Tarrant,Substandard Building,Open,2026-05-01,26-734589,32.711513461761506,-97.33256094343454
3128 HUNTER ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-01,26-734588,32.732442214189106,-97.21550243125762
12128 TACOMA RIDGE DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-01,26-734585,32.95037789211984,-97.29622210730915
924 E HATTIE ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-01,26-734583,32.73773367698441,-97.31665036440032
4704 BOOTHBAY WAY,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-01,26-734581,32.85536257556488,-97.39254266111934
2432 RATTIKIN RD,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-01,26-734577,32.7080889575926,-97.29007723522137
1012 S SYLVANIA AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-01,26-734576,32.756313350229405,-97.30947959287467
2917 SAWTIMBER TR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-01,26-734574,32.95484915538831,-97.29771971131048
2800 BIDEKER AVE,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-01,26-734571,32.71877138944638,-97.2853393409523
2508 RATTIKIN RD,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-01,26-734566,32.70839337276602,-97.28946479959811
2547 WABASH AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-01,26-734564,32.714673757937206,-97.36261714724553
808 GREER ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-01,26-734563,32.77056168818707,-97.33269905251316
7709 TRIMBLE DR,Fort Worth,TX,Tarrant,Vehicle,Open,2026-05-01,26-734562,32.636517470181786,-97.32988637299589
2512 RATTIKIN RD,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-01,26-734559,32.7084103809183,-97.28930194266158
205 RIVERSIDE DR,Fort Worth,TX,Tarrant,Zoning - Commercial,Open,2026-05-01,26-734558,32.76398867557922,-97.30150339462836
15513 CANFORD TER,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-01,26-734557,33.024338344231815,-97.33630464855447
3955 LAFAYETTE AVE,Fort Worth,TX,Tarrant,Zoning - Residential,Open,2026-05-01,26-734556,32.74123979481779,-97.37650043901888
309 NE 34TH ST,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-01,26-734555,32.808121313684616,-97.34871706526835
2320 WYATT CT,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-01,26-734554,32.69851721890289,-97.2978121648351
913 GREER ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-01,26-734553,32.771180571733574,-97.33183224494053
3916 E 1ST ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-01,26-734552,32.76489633768135,-97.28862316772201
233 W CHUCK WAGON TR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-01,26-734551,32.763458810902286,-97.50714156918632
963 N BEACH ST,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-01,26-734550,32.77734338978802,-97.2902254651204
4000 E 1ST ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-01,26-734549,32.76489580460169,-97.28830215778156
8113 MARYDEAN AVE,Fort Worth,TX,Tarrant,Substandard Building,Open,2026-05-01,26-734548,32.72883079775015,-97.45459965240745
3120 JIMISONS LN,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-01,26-734547,32.804750775552264,-97.12667192598272
2742 AVE E,Fort Worth,TX,Tarrant,Vehicle,Open,2026-05-01,26-734546,32.731345844556834,-97.28568094318554
4001 CHENAULT ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-01,26-734545,32.76432219366165,-97.2883225408032
3529 ALTA VISTA RD,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-01,26-734544,32.97622946201504,-97.2851329190449
16661 WOODSIDE DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-01,26-734543,33.045508044851665,-97.32486047511192
1311 E PEACH ST,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-01,26-734542,32.76383531027104,-97.32490829128058
3525 ALTA VISTA RD,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-01,26-734541,32.97623105121583,-97.2852959641029
4016 JUNEBERRY ST,Fort Worth,TX,Tarrant,Vehicle,Open,2026-05-01,26-734540,32.87094688447401,-97.29586190051438
2805 E ROSEDALE ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-01,26-734539,32.73100002580395,-97.28505777375898
3521 ALTA VISTA RD,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-01,26-734534,32.97623264020325,-97.28545900916674
6800 WORKS ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-01,26-734532,32.75636721555655,-97.21176155516983
3119 AVE M,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-01,26-734531,32.72467983264539,-97.28029014941896
1727 WASHINGTON AVE,Fort Worth,TX,Tarrant,Zoning - Residential,Open,2026-05-01,26-734529,32.725006826565,-97.335721584573
1404 WARREN LN,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-01,26-734527,32.75880370443893,-97.20668065529976
8116 FLEETWING TR,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-01,26-734524,32.88725031635644,-97.34026265399433
5058 WINESANKER WAY,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734522,32.64923888450657,-97.4020241537077
2319 REFUGIO AVE,Fort Worth,TX,Tarrant,Vehicle,Open,2026-04-30,26-734521,32.78768151961494,-97.35819685011519
5505 DAVID STRICKLAND RD,Fort Worth,TX,Tarrant,Zoning - Residential,Open,2026-04-30,26-734520,32.68168412222018,-97.23732487544544
1841 GLENMORE AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734519,32.77241668496133,-97.32204632895933
5621 WINIFRED DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734517,32.66435823216223,-97.38771018887587
1700 CARVER AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734516,32.77151539067747,-97.3245154106913
825 LIONEL WAY,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734514,32.751208701344126,-97.50998489962129
3528 CORTO AVE,Fort Worth,TX,Tarrant,Substandard Building,Open,2026-04-30,26-734512,32.691607658601264,-97.37143338235667
1704 CARVER AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734511,32.77160961934913,-97.32435726490279
10600 LEHMAN ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734510,32.751864854383044,-97.51002774904757
